Time,x,Delayed_x
1000.0333344444814,0.8090594806099795,1.0869311484320385
1000.1333377779259,0.794107471284812,1.090468549011414
1000.2333411113704,0.7793824023609901,1.0939609948816484
1000.3333444448148,0.76489167781274,1.0974087551662841
1000.4333477782592,0.7506416998890422,1.1008121247769118
1000.5333511117037,0.7366379136605458,1.104171422698385
1000.6333544451481,0.7228848661540781,1.107486990198003
1000.7333577785926,0.709386238302549,1.110759189102307
1000.833361112037,0.6961449090140501,1.1139883999201485
1000.9333644454815,0.6831629984082088,1.1171750200336368
1001.0333677789259,0.6704419144641581,1.1203194618448211
1001.1333711123704,0.6579824112423622,1.1234221508387434
1001.2333744458148,0.6457846256554783,1.126483523760686
1001.3333777792593,0.633848133341047,1.1295040266330325
1001.4333811127037,0.6221719913965287,1.132484112864963
1001.5333844461481,0.6107547801323074,1.1354242413476872
1001.6333877795926,0.5995946517412406,1.1383248744585182
1001.7333911130371,0.5886893655145189,1.1411864762240589
1001.8333944464815,0.5780363311572602,1.1440095103258388
1001.9333977799259,0.5676326453677238,1.1467944382172222
1002.0334011133704,0.5574751259300035,1.1495417172620375
1002.1334044468149,0.5475603480512637,1.1522517987764456
1002.2334077802593,0.5378846741795218,1.1549251262685098
1002.3334111137037,0.5284442849985291,1.1575621335340693
1002.4334144471482,0.5192352075423446,1.1601632428742847
1002.5334177805927,0.5102533411356543,1.1627288633751478
1002.6334211140371,0.5014944820994537,1.1652593890867433
1002.7334244474815,0.49295434681510614,1.1677551974295497
1002.833427780926,0.48462859237414346,1.170216647484072
1002.9334311143705,0.4765128362160837,1.1726440784000096
1003.0334344478149,0.46860267465501415,1.175037807906484
1003.1334377812593,0.4608936981509332,1.177398130730123
1003.2334411147037,0.4533815077106131,1.179725317249765
1003.3334444481483,0.4460617276685934,1.1820196120734834
1003.4334477815927,0.43893001806217713,1.1842812327267835
1003.5334511150371,0.4319820869686675,1.1865103684705083
1003.6334544484815,0.42521369885702825,1.188707179047942
1003.7334577819261,0.41862068519341866,1.1908717936584317
1003.8334611153705,0.4121989515907913,1.1930043098990633
1003.9334644488149,0.40594448459690813,1.1951047928064795
1004.0334677822593,0.39985335919036374,1.1971732740418906
1004.1334711157039,0.39392174240251293,1.1992097510393056
1004.2334744491483,0.38814589935229715,1.2012141863522392
1004.3334777825927,0.3825221965511284,1.2031865070148655
1004.4334811160371,0.37704710473715974,1.2051266039930995
1004.5334844494816,0.3717172028033491,1.2070343317748842
1004.6334877829261,0.36652917839953175,1.2089095079671797
1004.7334911163705,0.3614798306582518,1.210751913050074
1004.8334944498149,0.35656607101027465,1.2125612901855782
1004.9334977832594,0.35178492344314377,1.214337345110275
1005.0335011167039,0.34713352597375774,1.2160797461455568
1005.1335044501483,0.3426091295722303,1.217788124243201
1005.2335077835927,0.3382090982888558,1.2194620732555719
1005.3335111170372,0.3339309094020149,1.2211011500006848
1005.4335144504817,0.3297721514564383,1.2227048747931475
1005.5335177839261,0.3257305246465274,1.2242727317839495
1005.6335211173705,0.32180383811899227,1.2258041694661108
1005.733524450815,0.31799000936857535,1.2272986013123464
1005.8335277842594,0.3142870641514374,1.2287554065477015
1005.9335311177039,0.3106931336005471,1.2301739304064825
1006.0335344511483,0.307206452876636,1.2315534854908485
1006.1335377845928,0.3038253594464629,1.232893352921675
1006.2335411180372,0.30054829230233115,1.2341927821860128
1006.3335444514817,0.29737378933525477,1.2354509933729345
1006.4335477849261,0.2943004857831825,1.2366671780498468
1006.5335511183706,0.2913271132025579,1.2378404995441377
1006.633554451815,0.28845249765537645,1.238970095499685
1006.7335577852594,0.2856755580934315,1.2400550784873383
1006.8335611187039,0.2829953048222386,1.2410945369273845
1006.9335644521484,0.280410838695916,1.2420875376851894
1007.0335677855928,0.2779213491272387,1.2430331265903451
1007.1335711190372,0.27552611284739187,1.2439303298902333
1007.2335744524817,0.27322449406567223,1.2447781567270197
1007.3335777859262,0.2710159420476018,1.245575599833453
1007.4335811193706,0.2688999908861263,1.2463216374279897
1007.533584452815,0.26687625954429767,1.247015235182917
1007.6335877862595,0.2649444495909464,1.2476553473277603
1007.733591119704,0.26310434674035216,1.2482409189030286
1007.8335944531484,0.2613558198052403,1.2487708873209062
1007.9335977865928,0.25969881975712533,1.2492441839137398
1008.0336011200372,0.25813338219144405,1.2496597361026087
1008.1336044534818,0.2566596253019337,1.2500164688588054
1008.2336077869262,0.2552777511000858,1.2503133065715046
1008.3336111203706,0.25398804758971943,1.2505491749957123
1008.433614453815,0.2527908868269289,1.2507230028403427
1008.5336177872596,0.25168672855122637,1.2508337236705451
1008.633621120704,0.2506761206871899,1.2508802776935732
1008.7336244541484,0.2497596993498792,1.2508616135125885
1008.8336277875928,0.24893819361663275,1.25077668985368
1008.9336311210374,0.24821242462672374,1.2506244773981197
1009.0336344544818,0.24758330826754044,1.25040396048113
1009.1336377879262,0.24705185990288903,1.2501141386691228
1009.2336411213706,0.24661919323944467,1.2497540286963678
1009.3336444548152,0.24628652580488586,1.2493226658864358
1009.4336477882596,0.2460551819171465,1.2488191057942108
1009.533651121704,0.24592659346611148,1.2482424260561624
1009.6336544551484,0.24590230706660543,1.2475917274985966
1009.733657788593,0.2459839852541386,1.246866135994133
1009.8336611220374,0.24617341011764818,1.2460648039777935
1009.9336644554818,0.2464724907840946,1.2451869113875784
1010.0336677889262,0.2468832638823599,1.2442316676851888
1010.1336711223707,0.24740790024825612,1.2431983128525603
1010.2336744558152,0.24804871110203364,1.2420861184698617
1010.3336777892596,0.2488081497129147,1.2408943895965252
1010.433681122704,0.24968882115820065,1.2396224650852237
1010.5336844561485,0.2506934850068621,1.2382697193312244
1010.633687789593,0.2518250589586733,1.2368355638241204
1010.7336911230374,0.25308662902034273,1.2353194472987399
1010.8336944564818,0.25448145878068607,1.233720856072715
1010.9336977899263,0.2560129874816071,1.232039316824908
1011.0337011233707,0.25768483975982903,1.2302743967499565
1011.1337044568152,0.2595008379426845,1.2284257027922016
1011.2337077902596,0.26146500200310596,1.2264928844033722
1011.3337111237041,0.26358155713491316,1.224475634108013
1011.4337144571485,0.2658549450857773,1.2223736864650008
1011.533717790593,0.2682898289671025,1.2201868196236239
1011.6337211240374,0.2708910984975723,1.2179148567033855
1011.7337244574819,0.2736638787869061,1.2155576651433582
1011.8337277909263,0.2766135383274348,1.2131151562462676
1011.9337311243708,0.2797456941561345,1.2105872876169503
1012.0337344578152,0.28306621888258593,1.2079740626891564
1012.1337377912597,0.28658124360078174,1.2052755291992894
1012.2337411247041,0.29029716835253877,1.202491781441779
1012.3337444581485,0.2942206679505168,1.199622960295825
1012.433747791593,0.29835868681578465,1.1966692516351187
1012.5337511250375,0.3027184486885614,1.1936308871439103
1012.6337544584819,0.3073074668192231,1.1905081452071127
1012.7337577919263,0.31213353677231415,1.1873013499206944
1012.8337611253708,0.3172047234858631,1.1840108699150411
1012.9337644588153,0.3225293821501399,1.180637119629983
1013.0337677922597,0.3281161402631848,1.177180558430401
1013.1337711257041,0.3339738971649443,1.1736416904204598
1013.2337744591485,0.3401118264611088,1.1700210643282856
1013.3337777925931,0.34653933292372796,1.1663192722328035
1013.4337811260375,0.3532660686717931,1.162536949819638
1013.5337844594819,0.3603019144811216,1.158674775871373
1013.6337877929263,0.3676569252309561,1.1547334711698176
1013.7337911263709,0.37534133954848725,1.1507137984140579
1013.8337944598153,0.38336552991114387,1.1466165613734038
1013.9337977932597,0.3917399885029108,1.1424426044087685
1014.0338011267041,0.40047525773424975,1.138192811567768
1014.1338044601487,0.40958189890339636,1.1338681059597129
1014.2338077935931,0.41907043713835457,1.129469449020635
1014.3338111270375,0.4289512873791477,1.1249978396356597
