E,x
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5,0.6000000000000001
2.5,0.6
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.5037593984962405,0.6006006006006006
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.507518796992481,0.6011994002998501
2.507518796992481,0.60119940029985
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.511278195488722,0.6017964071856289
2.511278195488722,0.6017964071856287
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.5150375939849625,0.6023916292974589
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
2.518796992481203,0.6029850746268658
2.518796992481203,0.6029850746268656
